report_date,campaign_id,campaign_name,currency,spend,net_cost,impressions,destination_clicks,clicks,conversions,purchase_count,purchase_value,cta_purchase_count,evta_purchase_count,vta_purchase_count,cta_purchase_value,evta_purchase_value,vta_purchase_value,platform_roas,cta_purchase_roas,evta_purchase_roas,vta_purchase_roas,source_file,attribution_window_note
2026-05-07,1854347729644690,음과검 스마트+ 캠페인,KRW,75591,75591,48495,2627,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-07,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,46311,46311,28425,2501,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-07,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,18901,18901,3811,624,624,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-07,1856728035726529,호르몬 검사 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-07,1858788275666081,건강기능식품 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-08,1854347729644690,음과검 스마트+ 캠페인,KRW,42,42,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-08,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-08,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-08,1858788275666081,건강기능식품 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-09,1854347729644690,음과검 스마트+ 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-09,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-09,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-09,1856728035726529,호르몬 검사 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-09,1858788275666081,건강기능식품 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-10,1854347729644690,음과검 스마트+ 캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
2026-05-10,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,api/20260507_20260512_daily_campaign.csv,TikTok Business API report/integrated/get. Attribution window assumed TikTok default click 7d / view 1d unless Ads Manager says otherwise. API does not expose website CTA/VTA purchase value here; CTA/VTA counts use cta_conversion/vta_conversion fallback when purchase split metrics are empty.
