report_date,campaign_id,campaign_name,currency,spend,net_cost,impressions,destination_clicks,clicks,conversions,purchase_count,purchase_value,cta_purchase_count,evta_purchase_count,vta_purchase_count,cta_purchase_value,evta_purchase_value,vta_purchase_value,platform_roas,cta_purchase_roas,evta_purchase_roas,vta_purchase_roas,source_file,attribution_window_note
2026-03-19,1858788275666081,건강기능식품 스마트+캠페인,KRW,99530.0,99530.0,69250,2207,2207,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-19,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,100510.0,100510.0,22425,4233,4233,1,1,239650.0,1,0,0,239650.0,0.0,0.0,2.38434,2.38434,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-19,1854347729644690,음과검 스마트+ 캠페인,KRW,332721.0,332721.0,155556,948,948,1,1,234000.0,0,0,1,0.0,0.0,234000.0,0.703292,0.0,0.0,0.703292,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-19,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,276038.0,276038.0,113848,5783,5783,2,2,1150000.0,1,0,1,867000.0,0.0,283000.0,4.166093,3.140872,0.0,1.025221,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-19,1856728035726529,호르몬 검사 캠페인,KRW,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-20,1858788275666081,건강기능식품 스마트+캠페인,KRW,99947.0,99947.0,63510,2151,2151,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-20,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,99563.0,99563.0,39957,4693,4693,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-20,1854347729644690,음과검 스마트+ 캠페인,KRW,600000.0,600000.0,419425,1352,1352,2,2,279300.0,0,1,1,0.0,0.0,245000.0,0.4655,0.0,0.0,0.408333,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-20,1854918885396689,종합대사기능 분석 스마트+캠페인,KRW,276342.0,276342.0,76613,5766,5766,5,5,951900.0,3,2,0,820000.0,0.0,0.0,3.444645,2.967338,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-20,1856728035726529,호르몬 검사 캠페인,KRW,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-21,1858788275666081,건강기능식품 스마트+캠페인,KRW,99340.0,99340.0,101029,1998,1998,2,2,290707.0,1,0,1,45707.0,0.0,245000.0,2.926384,0.460107,0.0,2.466277,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
2026-03-21,1856156648605858,영양중금속분석 스마트+ 캠페인,KRW,99169.0,99169.0,51008,3294,3294,1,1,245000.0,1,0,0,245000.0,0.0,0.0,2.47053,2.47053,0.0,0.0,raw/20260319_20260417_daily_ad_report.csv,TikTok Ads Manager CSV export has no attribution-window column; project assumes TikTok default click 7d / view 1d.
